TransactionID,Amount,TransactionType,TimeOfDay,IsInternational,DeviceType,UserTenureMonths,NumPastFrauds,LocationRiskScore,IsFraud
448,139.99,transfer,night,0,desktop,20,0,86.19,0
449,47.2,cash_withdrawal,morning,1,desktop,108,1,56.43,0
450,8.72,purchase,afternoon,0,desktop,55,1,41.03,0
451,150.12,cash_withdrawal,afternoon,0,mobile,81,1,33.3,0
452,81.74,purchase,afternoon,0,desktop,109,1,12.5,0
453,55.2,cash_withdrawal,morning,0,desktop,2,0,10.66,0
454,236.82,cash_withdrawal,afternoon,0,desktop,25,0,68.84,0
455,11.79,transfer,morning,0,mobile,13,0,25.98,0
456,67.85,purchase,night,0,mobile,103,1,25.47,0
457,1.14,transfer,morning,0,mobile,92,0,99.82,0
458,63.24,purchase,night,0,desktop,106,0,18.79,0
459,5.8,cash_withdrawal,morning,1,mobile,119,0,14.81,0
460,12.65,cash_withdrawal,night,1,desktop,70,0,9.87,0
461,12.5,purchase,afternoon,0,mobile,67,1,57.98,0
462,104.76,transfer,night,1,mobile,58,1,62.79,0
463,137.06,transfer,afternoon,0,mobile,99,0,36.52,0
464,87.56,transfer,afternoon,0,mobile,82,1,53.54,0
465,327.47,transfer,night,0,mobile,75,0,78.84,0
466,46.98,cash_withdrawal,morning,0,mobile,118,1,81.81,0
467,33.65,cash_withdrawal,morning,0,unknown,84,0,95.79,0
468,202.95,cash_withdrawal,morning,1,mobile,64,1,82.43,0
469,25.31,cash_withdrawal,morning,0,mobile,69,0,56.48,0
470,330.29,cash_withdrawal,morning,1,desktop,83,2,17.97,0
471,1.22,transfer,afternoon,0,desktop,86,0,9.98,0
472,350.25,transfer,morning,0,desktop,59,0,5.45,0
473,4.41,transfer,afternoon,0,mobile,60,2,66.65,0
474,221.77,transfer,afternoon,0,desktop,83,0,80.75,0
475,75.01,cash_withdrawal,afternoon,0,desktop,111,0,50.87,0
476,495.68,cash_withdrawal,night,0,mobile,62,1,5.47,0
477,7.67,cash_withdrawal,night,0,mobile,16,2,53.55,0
478,80.71,purchase,afternoon,0,mobile,88,0,93.57,0
479,348.36,transfer,night,0,mobile,105,0,59.76,0
480,74.04,transfer,morning,0,desktop,68,0,80.94,0
481,99.26,cash_withdrawal,morning,0,mobile,15,0,80.02,0
482,118.99,transfer,afternoon,0,unknown,89,0,93.21,0
483,60.61,transfer,morning,0,mobile,108,1,77.02,0
484,98.77,cash_withdrawal,afternoon,0,mobile,55,0,74.77,0
485,87.78,purchase,afternoon,1,mobile,35,0,23.41,0
486,231.42,purchase,morning,0,mobile,55,0,5.99,0
487,4.65,purchase,night,1,desktop,14,1,51.76,0
488,32.98,cash_withdrawal,morning,0,desktop,49,0,12.44,0
489,300.4,transfer,morning,1,mobile,83,0,96.22,0
490,220.97,cash_withdrawal,afternoon,1,mobile,102,0,28.99,0
491,60.82,cash_withdrawal,afternoon,0,mobile,100,0,85.29,0
492,96.79,transfer,afternoon,0,desktop,7,0,38.76,0
493,32.49,purchase,afternoon,0,mobile,30,2,32.32,0
494,20.84,purchase,night,0,mobile,83,2,93.52,0
495,62.31,cash_withdrawal,night,0,desktop,49,0,36.33,0
496,43.6,purchase,night,0,unknown,89,1,39.03,0
497,87.62,cash_withdrawal,afternoon,0,mobile,16,2,10.61,0
498,8.09,cash_withdrawal,afternoon,0,mobile,111,2,67.04,0
499,366.5,transfer,afternoon,0,desktop,118,0,28.88,0
500,428.39,transfer,night,0,desktop,104,0,58.56,0
501,119.79,transfer,afternoon,1,mobile,51,0,59.14,0
502,76.81,cash_withdrawal,morning,0,unknown,72,1,71.92,0
503,37.04,transfer,morning,0,desktop,82,0,74.52,0
504,168.09,purchase,afternoon,0,mobile,92,0,51.45,0
505,115.43,purchase,morning,0,mobile,80,3,33.1,0
506,17.75,cash_withdrawal,morning,1,mobile,116,2,83.75,1
507,241.83,cash_withdrawal,night,1,desktop,83,0,30.99,0
508,172.9,transfer,afternoon,1,mobile,42,0,50.75,0
509,299.17,cash_withdrawal,afternoon,0,desktop,17,1,40.13,0
510,129.36,cash_withdrawal,night,0,desktop,63,0,85.51,0
511,95.04,purchase,morning,0,mobile,45,1,43.19,0
512,54.17,purchase,morning,0,desktop,77,0,38.61,0
513,269.9,transfer,afternoon,1,unknown,7,1,68.98,0
514,201.04,cash_withdrawal,morning,0,mobile,27,1,60.24,0
515,4.63,cash_withdrawal,night,0,mobile,10,0,10.72,0
516,2.67,purchase,night,0,mobile,34,1,50.82,0
517,47.23,cash_withdrawal,afternoon,0,desktop,36,0,73.55,0
518,166.36,purchase,night,0,unknown,25,1,99.21,0
519,436.43,transfer,night,0,mobile,6,2,62.91,0
520,16.3,purchase,afternoon,0,desktop,24,0,37.03,0
521,90.17,cash_withdrawal,night,0,mobile,18,1,22.62,0
522,47.95,transfer,night,0,mobile,87,0,87.28,0
523,350.37,purchase,night,0,mobile,6,0,81.46,0
524,184.59,purchase,morning,0,mobile,29,0,23.39,0
525,182.22,transfer,afternoon,1,mobile,25,0,20.06,0
526,63.24,transfer,afternoon,0,mobile,55,1,71.51,0
527,53.58,purchase,afternoon,0,mobile,81,0,31.5,0
528,31.94,cash_withdrawal,morning,0,unknown,46,2,30.64,0
529,5.8,purchase,morning,0,mobile,24,0,15.23,0
530,200.04,transfer,afternoon,1,mobile,75,1,26.4,0
531,167.61,purchase,morning,0,mobile,26,2,42.75,0
532,817.24,transfer,afternoon,0,desktop,115,0,73.28,0
533,569.49,transfer,morning,0,mobile,98,1,33.63,0
534,81.07,cash_withdrawal,night,0,mobile,28,1,32.86,0
535,146.53,transfer,night,0,unknown,3,0,28.49,0
536,289.62,transfer,afternoon,0,mobile,75,0,47.83,0
537,189.48,cash_withdrawal,morning,0,mobile,38,0,18.06,0
538,28.42,transfer,morning,0,desktop,61,0,48.56,0
539,59.88,cash_withdrawal,night,0,mobile,78,0,70.42,0
540,13.83,cash_withdrawal,night,1,mobile,51,0,2.98,0
541,308.02,transfer,morning,0,mobile,90,1,0.98,0
542,93.18,transfer,morning,0,mobile,48,1,7.51,0
543,25.96,purchase,morning,0,mobile,21,1,53.57,0
544,111.38,cash_withdrawal,morning,0,mobile,54,1,85.45,0
545,96.27,purchase,morning,0,mobile,56,0,0.49,0
546,44.34,transfer,morning,0,mobile,103,0,93.67,0
547,12.05,purchase,afternoon,0,desktop,94,0,10.63,0
548,111.34,cash_withdrawal,morning,0,mobile,59,1,84.2,0
549,73.46,purchase,night,0,mobile,72,2,48.29,0
550,147.98,cash_withdrawal,afternoon,0,desktop,51,1,65.94,0
551,73.43,transfer,morning,0,desktop,20,0,51.07,0
552,191.18,transfer,night,0,mobile,112,0,47.7,0
553,80.28,cash_withdrawal,afternoon,1,unknown,96,2,83.49,1
554,82.31,transfer,night,0,mobile,86,0,75.59,0
555,209.28,transfer,morning,0,mobile,59,1,48.34,0
556,51.66,transfer,morning,0,desktop,71,1,11.16,0
557,14.39,transfer,morning,0,mobile,9,0,11.54,0
558,2.92,cash_withdrawal,morning,0,mobile,109,1,80.15,0
559,140.71,purchase,afternoon,0,mobile,1,2,52.94,0
560,96.84,purchase,afternoon,0,mobile,29,0,48.16,0
561,121.77,transfer,night,0,mobile,63,2,68.06,0
562,23.95,purchase,morning,0,unknown,72,1,85.88,0
563,14.66,purchase,night,0,mobile,56,0,62.89,0
564,1.47,transfer,afternoon,0,desktop,118,1,76.28,0
565,43.17,transfer,morning,1,mobile,68,1,76.53,0
566,89.14,purchase,morning,0,desktop,35,1,35.63,0
567,49.8,cash_withdrawal,afternoon,0,desktop,3,0,27.41,0
568,57.53,transfer,afternoon,0,desktop,118,1,80.12,0
569,234.51,cash_withdrawal,afternoon,0,mobile,109,0,37.72,0
570,42.81,purchase,afternoon,0,mobile,104,0,90.33,0
571,72.15,transfer,afternoon,0,mobile,7,0,6.97,0
572,153.09,cash_withdrawal,morning,0,desktop,27,1,5.82,0
573,50.51,transfer,afternoon,0,desktop,1,0,92.7,0
574,97.31,purchase,morning,1,mobile,91,0,64.85,0
575,198.31,cash_withdrawal,morning,0,mobile,80,0,37.96,0
576,298.62,purchase,afternoon,0,mobile,102,0,75.51,0
577,15.91,purchase,afternoon,0,desktop,71,0,67.23,0
578,261.17,transfer,morning,0,mobile,44,0,53.12,0
579,67.75,cash_withdrawal,afternoon,0,desktop,87,2,9.89,0
580,29.87,purchase,afternoon,1,unknown,41,0,81.22,1
581,61.46,purchase,afternoon,0,mobile,75,0,86.6,0
582,391.37,cash_withdrawal,night,0,mobile,42,0,17.22,0
583,67.85,purchase,morning,0,mobile,117,0,85.05,0
584,39.86,purchase,night,0,mobile,33,0,87.78,0
585,100.35,cash_withdrawal,afternoon,0,mobile,50,0,54.94,0
586,27.46,cash_withdrawal,night,0,mobile,63,0,65.62,0
587,7.89,cash_withdrawal,afternoon,0,desktop,100,0,38.22,0
588,13.8,cash_withdrawal,night,0,mobile,37,0,28.18,0
589,13.7,transfer,afternoon,0,mobile,105,0,72.2,0
590,16.48,cash_withdrawal,night,0,unknown,59,0,86.19,0
591,14.95,transfer,night,0,desktop,81,0,65.41,0
592,102.41,transfer,night,0,mobile,99,0,51.16,0
593,20.07,transfer,morning,0,mobile,48,0,15.89,0
594,42.41,purchase,night,0,mobile,5,0,5.35,0
595,227.1,transfer,morning,0,desktop,48,0,44.57,0
596,64.24,transfer,afternoon,1,desktop,96,0,4.93,0
597,110.13,purchase,night,0,desktop,3,0,56.93,0
598,18.91,purchase,afternoon,0,mobile,116,0,38.27,0
599,21.36,purchase,afternoon,0,desktop,47,1,75.72,0
600,4.17,cash_withdrawal,night,0,mobile,62,0,30.56,0
601,18.5,purchase,morning,0,mobile,99,1,59.3,0
602,32.65,purchase,night,0,mobile,116,0,53.77,0
603,19.48,transfer,afternoon,1,mobile,14,2,0.47,0
604,9.29,purchase,afternoon,0,mobile,63,0,7.24,0
605,12.86,cash_withdrawal,night,0,desktop,112,0,29.04,0
606,61.76,purchase,morning,0,unknown,61,0,88.22,0
607,23.11,cash_withdrawal,morning,0,mobile,31,0,14.7,0
608,45.3,purchase,afternoon,0,mobile,95,0,71.09,0
609,70.0,purchase,afternoon,0,mobile,17,0,97.34,0
610,117.25,purchase,morning,0,mobile,24,2,79.06,0
611,4.01,purchase,night,1,mobile,116,1,24.29,0
612,160.65,cash_withdrawal,afternoon,0,unknown,23,1,90.84,0
613,98.86,cash_withdrawal,morning,0,mobile,82,0,9.31,0
614,8.53,transfer,afternoon,0,mobile,50,0,46.81,0
615,206.81,cash_withdrawal,night,0,mobile,118,0,88.75,0
616,253.67,purchase,morning,0,desktop,78,0,64.13,0
617,6.3,transfer,afternoon,0,desktop,114,1,41.36,0
618,32.42,transfer,night,0,unknown,79,0,29.28,0
619,164.09,transfer,afternoon,0,desktop,79,0,37.51,0
620,137.94,purchase,night,0,mobile,70,0,50.89,0
621,20.4,cash_withdrawal,night,0,mobile,27,4,31.9,0
622,23.49,purchase,morning,0,desktop,15,0,96.9,0
623,46.28,transfer,night,0,mobile,50,0,93.31,0
624,66.27,purchase,afternoon,0,mobile,36,1,87.07,0
625,96.3,purchase,night,0,mobile,119,0,42.18,0
626,46.03,cash_withdrawal,night,0,mobile,8,1,69.13,0
627,62.09,cash_withdrawal,morning,0,mobile,79,0,90.28,0
628,137.62,transfer,night,1,mobile,3,1,85.04,1
629,3.74,purchase,night,0,desktop,62,0,41.43,0
630,29.09,purchase,afternoon,0,mobile,47,1,11.24,0
631,124.95,cash_withdrawal,morning,0,mobile,77,1,7.56,0
632,225.58,purchase,morning,0,mobile,105,0,57.71,0
633,71.68,purchase,morning,0,mobile,98,1,64.26,0
634,75.95,purchase,night,0,mobile,88,0,84.98,0
635,11.34,cash_withdrawal,morning,0,mobile,104,1,29.25,0
636,59.31,transfer,night,0,mobile,96,0,16.75,0
637,76.06,transfer,night,0,mobile,61,0,37.9,0
638,27.77,purchase,afternoon,0,mobile,32,0,35.36,0
639,31.37,transfer,afternoon,0,mobile,94,0,13.25,0
640,47.37,cash_withdrawal,afternoon,0,mobile,116,0,67.23,0
641,2.03,cash_withdrawal,afternoon,0,mobile,113,2,50.87,0
642,38.87,transfer,afternoon,0,mobile,13,0,72.11,0
643,23.76,transfer,night,0,desktop,1,0,35.27,0
644,39.67,purchase,night,0,mobile,34,0,32.57,0
645,12.76,transfer,morning,1,mobile,62,1,47.26,0
646,221.21,purchase,night,0,mobile,79,1,87.74,0
647,90.04,purchase,night,1,desktop,108,0,4.03,0
648,113.66,cash_withdrawal,afternoon,0,desktop,78,0,80.48,0
649,155.67,cash_withdrawal,night,1,desktop,93,0,36.9,0
650,69.0,cash_withdrawal,afternoon,0,desktop,98,1,85.46,0
651,9.09,cash_withdrawal,morning,0,mobile,82,0,80.22,0
652,77.03,transfer,morning,0,desktop,118,1,34.88,0
653,88.39,cash_withdrawal,night,0,mobile,71,0,69.39,0
654,136.82,transfer,morning,0,mobile,93,0,15.96,0
655,56.5,cash_withdrawal,night,0,mobile,119,0,89.63,0
656,13.65,transfer,morning,0,mobile,31,0,40.45,0
657,33.38,purchase,afternoon,0,unknown,64,1,45.56,0
658,45.11,transfer,afternoon,1,mobile,25,0,70.58,0
659,103.82,transfer,afternoon,1,desktop,38,0,82.08,0
660,84.58,cash_withdrawal,afternoon,1,mobile,14,2,23.63,0
661,44.02,transfer,night,0,mobile,8,0,66.14,0
662,430.62,purchase,morning,0,mobile,91,1,39.2,0
663,93.08,purchase,night,0,mobile,54,1,36.87,0
664,27.08,cash_withdrawal,afternoon,0,desktop,2,1,69.0,0
665,10.73,purchase,night,0,mobile,81,0,38.72,0
666,16.59,transfer,morning,0,mobile,101,0,34.61,0
667,28.23,purchase,night,0,desktop,78,0,83.59,0
668,17.52,cash_withdrawal,morning,0,mobile,89,1,10.13,0
669,20.65,transfer,night,1,unknown,56,1,67.59,1
670,33.56,cash_withdrawal,morning,0,mobile,94,1,24.87,0
671,19.04,transfer,morning,1,mobile,93,0,1.55,0
672,227.08,purchase,afternoon,0,mobile,84,0,16.68,0
673,8.36,cash_withdrawal,morning,0,mobile,85,2,60.67,0
674,74.34,cash_withdrawal,afternoon,0,mobile,61,0,70.91,0
675,52.83,transfer,afternoon,0,desktop,117,0,2.11,0
676,403.86,cash_withdrawal,afternoon,0,desktop,22,0,3.64,0
677,11.88,transfer,night,0,desktop,35,1,90.25,0
678,50.73,transfer,night,0,mobile,101,0,7.33,0
679,348.91,transfer,night,0,mobile,16,1,89.42,0
680,200.62,transfer,night,0,mobile,50,1,22.82,0
681,169.87,purchase,morning,1,mobile,113,0,74.0,0
682,29.83,transfer,morning,0,desktop,43,0,30.97,0
683,18.74,cash_withdrawal,night,0,mobile,17,0,85.88,0
684,110.46,purchase,morning,0,mobile,80,0,70.05,0
685,265.04,cash_withdrawal,morning,0,mobile,58,0,40.18,0
686,81.37,purchase,afternoon,0,unknown,119,0,7.63,0
687,84.77,transfer,afternoon,0,mobile,2,1,73.27,0
688,32.85,purchase,afternoon,1,mobile,4,0,61.69,0
689,146.75,purchase,afternoon,0,mobile,85,0,0.29,0
690,20.71,cash_withdrawal,morning,1,mobile,39,1,0.94,0
691,39.11,cash_withdrawal,night,1,mobile,98,2,80.88,1
692,55.41,transfer,morning,0,mobile,94,0,25.94,0
693,70.85,purchase,morning,0,desktop,6,0,63.61,0
694,27.76,purchase,morning,1,mobile,81,0,45.42,0
695,12.2,purchase,afternoon,0,desktop,103,2,86.34,0
696,94.32,transfer,afternoon,0,unknown,89,0,91.7,0
697,34.06,transfer,afternoon,1,desktop,69,1,99.68,0
698,87.05,transfer,night,0,mobile,69,0,15.37,0
699,16.77,transfer,morning,0,mobile,20,0,86.3,0
700,65.61,transfer,night,0,desktop,64,0,26.6,0
701,76.05,cash_withdrawal,afternoon,0,desktop,16,1,59.08,0
702,5.32,purchase,night,0,mobile,51,0,50.58,0
703,41.04,purchase,morning,0,desktop,105,1,1.8,0
704,14.43,purchase,morning,0,mobile,37,1,93.28,0
705,6.55,purchase,afternoon,0,mobile,104,0,7.83,0
706,460.12,purchase,afternoon,0,mobile,73,1,68.82,0
707,38.91,purchase,night,0,mobile,69,0,78.5,0
708,166.01,purchase,afternoon,0,mobile,42,0,79.53,0
709,29.39,purchase,afternoon,0,desktop,57,0,13.55,0
710,114.41,cash_withdrawal,morning,0,mobile,66,0,44.76,0
711,142.81,purchase,afternoon,0,mobile,9,3,82.94,0
712,90.54,cash_withdrawal,afternoon,0,mobile,107,0,30.27,0
713,63.79,transfer,morning,1,mobile,100,0,46.77,0
714,53.08,purchase,morning,0,mobile,86,1,27.28,0
715,42.9,transfer,night,0,desktop,64,1,46.36,0
716,265.26,transfer,afternoon,0,desktop,86,0,88.78,0
717,177.56,transfer,morning,0,desktop,22,0,45.51,0
718,335.32,cash_withdrawal,night,0,desktop,34,2,55.59,0
719,13.27,transfer,night,0,mobile,55,0,40.4,0
720,131.26,transfer,afternoon,0,mobile,29,1,46.01,0
721,278.61,transfer,afternoon,0,mobile,38,0,1.52,0
722,20.0,purchase,night,0,mobile,110,0,28.37,0
723,6.88,purchase,morning,0,unknown,97,0,43.66,0
724,135.14,cash_withdrawal,night,0,mobile,18,0,63.38,0
725,85.44,cash_withdrawal,afternoon,0,mobile,71,0,45.01,0
726,184.41,purchase,morning,0,desktop,65,0,33.78,0
727,15.06,cash_withdrawal,morning,0,unknown,97,0,38.81,0
728,158.61,purchase,night,0,desktop,1,3,24.23,0
729,22.52,transfer,afternoon,0,mobile,88,0,92.45,0
730,17.87,transfer,night,0,mobile,4,0,52.17,0
731,17.94,cash_withdrawal,night,0,mobile,4,1,1.34,0
732,168.51,purchase,night,0,mobile,82,0,1.94,0
733,109.42,purchase,morning,0,mobile,27,1,97.3,0
734,74.04,cash_withdrawal,morning,0,mobile,43,0,22.15,0
735,44.45,purchase,afternoon,1,unknown,59,2,80.56,1
736,209.72,transfer,afternoon,0,mobile,32,2,5.83,0
737,49.83,cash_withdrawal,night,0,desktop,33,0,92.12,0
738,169.61,cash_withdrawal,night,0,desktop,28,0,87.44,0
739,57.83,purchase,night,0,mobile,106,1,57.11,0
740,47.31,cash_withdrawal,afternoon,0,desktop,105,1,0.9,0
741,62.12,purchase,morning,0,mobile,55,0,25.78,0
742,35.86,purchase,morning,0,mobile,100,1,40.68,0
743,137.68,purchase,night,1,desktop,60,0,46.01,0
744,69.86,purchase,night,0,mobile,70,0,29.77,0
745,26.42,purchase,night,1,unknown,62,0,3.29,1
746,229.83,cash_withdrawal,night,0,mobile,80,1,59.01,0
747,48.43,transfer,afternoon,0,mobile,34,0,52.42,0
748,78.43,transfer,morning,0,mobile,87,0,28.3,0
749,236.95,cash_withdrawal,night,0,mobile,114,1,3.8,0
750,97.88,cash_withdrawal,afternoon,0,mobile,106,0,99.46,0
751,12.43,transfer,night,0,desktop,88,1,48.2,0
752,281.06,transfer,night,0,desktop,56,1,75.6,0
753,98.81,transfer,morning,0,desktop,113,0,45.23,0
754,40.78,transfer,night,0,mobile,13,0,4.32,0
755,15.0,transfer,morning,1,desktop,56,1,30.96,0
756,158.0,purchase,morning,0,desktop,18,0,32.01,0
757,96.78,cash_withdrawal,morning,0,desktop,54,1,83.84,0
758,76.24,purchase,afternoon,1,mobile,77,0,65.42,0
759,224.33,transfer,afternoon,0,desktop,113,0,27.54,0
760,155.4,transfer,morning,0,desktop,101,1,96.77,0
761,16.45,transfer,night,0,mobile,43,0,32.15,0
762,37.36,purchase,morning,1,desktop,39,0,99.82,0
763,28.57,purchase,night,0,mobile,61,0,99.62,0
764,136.24,transfer,morning,0,mobile,42,3,19.12,0
765,3.41,purchase,night,0,mobile,81,1,31.27,0
766,84.37,purchase,afternoon,0,mobile,79,1,48.6,0
767,143.74,transfer,night,0,mobile,18,0,66.41,0
768,209.37,purchase,morning,0,desktop,23,1,52.8,0
769,41.87,cash_withdrawal,afternoon,0,mobile,54,1,96.94,0
770,172.18,cash_withdrawal,night,0,desktop,115,1,72.4,0
771,11.72,cash_withdrawal,night,1,desktop,30,1,21.2,0
772,187.37,cash_withdrawal,night,0,mobile,98,0,10.51,0
773,13.64,transfer,night,0,desktop,58,0,68.84,0
774,50.63,transfer,night,0,unknown,68,0,15.85,0
775,159.6,transfer,afternoon,0,desktop,67,0,78.77,0
776,16.24,cash_withdrawal,afternoon,1,desktop,71,1,31.1,0
777,26.04,cash_withdrawal,afternoon,0,unknown,18,0,32.69,0
778,128.1,purchase,afternoon,0,desktop,106,2,1.08,0
779,127.31,purchase,morning,0,mobile,7,1,70.1,0
780,102.48,cash_withdrawal,afternoon,0,desktop,40,0,11.33,0
781,118.4,cash_withdrawal,night,0,desktop,70,0,77.29,0
782,78.25,cash_withdrawal,night,0,mobile,86,0,49.19,0
783,29.01,cash_withdrawal,afternoon,0,mobile,65,3,78.43,0
784,42.42,purchase,night,1,desktop,68,0,58.39,0
785,20.04,cash_withdrawal,afternoon,0,mobile,110,0,8.24,0
786,239.09,purchase,night,0,unknown,49,0,76.57,0
787,87.56,cash_withdrawal,morning,0,mobile,52,1,6.98,0
788,51.22,cash_withdrawal,morning,0,mobile,114,2,47.87,0
789,61.99,cash_withdrawal,afternoon,0,mobile,107,0,17.23,0
790,294.28,purchase,afternoon,0,mobile,29,0,75.23,0
791,16.65,purchase,afternoon,0,desktop,21,2,91.16,0
792,88.24,transfer,night,1,unknown,90,0,55.41,1
793,70.5,cash_withdrawal,afternoon,0,desktop,78,0,52.71,0
794,94.53,transfer,morning,0,mobile,9,0,76.4,0
795,1.83,transfer,night,0,mobile,47,0,0.51,0
796,205.67,purchase,afternoon,0,desktop,76,0,91.78,0
797,269.0,purchase,night,0,unknown,42,0,19.74,0
798,83.27,transfer,night,0,mobile,51,1,98.41,0
799,119.29,cash_withdrawal,afternoon,1,mobile,56,0,73.63,0
800,255.75,purchase,night,1,mobile,51,0,77.43,1
801,122.84,cash_withdrawal,morning,1,desktop,70,0,65.62,0
802,16.55,cash_withdrawal,morning,0,desktop,20,0,47.17,0
803,85.87,transfer,night,0,mobile,88,0,57.16,0
804,93.32,transfer,afternoon,0,mobile,27,0,4.64,0
805,55.19,transfer,night,1,desktop,38,0,62.4,0
806,133.35,transfer,morning,0,mobile,72,1,62.61,0
807,272.37,purchase,night,0,mobile,65,1,89.12,0
808,259.79,purchase,night,0,mobile,54,0,50.57,0
809,59.94,transfer,morning,0,mobile,113,0,7.71,0
810,12.02,purchase,night,0,mobile,113,0,30.62,0
811,418.92,transfer,night,0,desktop,24,3,65.56,0
812,182.57,cash_withdrawal,afternoon,0,desktop,47,0,23.93,0
813,13.31,cash_withdrawal,afternoon,0,desktop,71,0,28.05,0
814,253.63,cash_withdrawal,morning,0,desktop,83,0,82.05,0
815,203.94,transfer,morning,0,mobile,86,2,58.43,0
816,73.16,cash_withdrawal,morning,0,desktop,63,1,50.85,0
817,89.47,purchase,afternoon,0,mobile,57,0,31.85,0
818,50.92,cash_withdrawal,morning,0,desktop,55,0,73.09,0
819,5.63,cash_withdrawal,morning,0,unknown,60,1,28.77,0
820,40.83,cash_withdrawal,morning,0,mobile,99,0,73.71,0
821,162.38,purchase,afternoon,0,mobile,62,0,7.01,0
822,0.46,transfer,night,0,mobile,30,0,86.45,0
823,40.57,purchase,morning,0,mobile,93,1,49.96,0
824,50.78,transfer,night,0,mobile,22,0,43.85,0
825,77.09,transfer,morning,0,desktop,75,0,61.1,0
826,252.39,cash_withdrawal,night,1,unknown,84,0,62.42,1
827,42.52,transfer,afternoon,0,mobile,29,0,13.2,0
828,42.61,purchase,afternoon,0,mobile,115,1,75.62,0
829,133.75,purchase,morning,0,mobile,41,1,27.59,0
830,60.19,transfer,night,1,desktop,42,0,90.5,1
831,25.44,cash_withdrawal,afternoon,0,mobile,98,0,81.79,0
832,60.23,cash_withdrawal,morning,0,mobile,65,3,34.63,0
833,15.18,purchase,morning,0,mobile,31,0,80.77,0
834,19.41,cash_withdrawal,afternoon,0,mobile,30,1,35.64,0
835,68.99,transfer,afternoon,0,mobile,112,0,10.09,0
836,54.29,transfer,morning,0,desktop,18,1,96.19,0
837,246.33,purchase,night,1,mobile,119,0,65.26,0
838,45.0,transfer,night,0,desktop,17,0,45.61,0
839,86.89,purchase,night,0,mobile,38,0,39.78,0
840,100.04,transfer,morning,0,desktop,14,0,32.47,0
841,1.32,purchase,afternoon,0,desktop,87,0,98.14,0
842,108.93,cash_withdrawal,morning,0,mobile,89,0,13.47,0
843,19.61,transfer,afternoon,1,mobile,79,0,31.48,0
844,324.6,transfer,night,0,mobile,110,0,48.55,0
845,16.09,purchase,night,0,desktop,56,1,47.8,0
846,53.55,purchase,afternoon,0,mobile,22,0,47.14,0
847,8.92,transfer,afternoon,0,unknown,67,0,17.58,0
848,576.81,purchase,morning,0,mobile,56,1,14.49,0
849,69.75,transfer,night,0,desktop,119,0,25.48,0
850,90.48,cash_withdrawal,morning,0,desktop,19,0,91.45,0
851,6.94,purchase,morning,0,desktop,57,1,11.31,0
852,138.61,transfer,morning,0,mobile,44,0,75.74,0
853,23.56,cash_withdrawal,night,1,mobile,98,0,75.75,1
854,228.33,cash_withdrawal,morning,0,desktop,35,0,80.98,0
855,22.96,transfer,morning,0,mobile,114,2,88.66,0
856,21.16,purchase,morning,0,mobile,1,1,26.3,0
857,3.72,transfer,morning,0,mobile,52,0,22.46,0
858,63.88,cash_withdrawal,morning,0,mobile,85,1,46.55,0
859,83.2,transfer,morning,1,mobile,93,1,26.51,0
860,6.8,purchase,night,0,mobile,70,0,73.43,0
861,149.4,cash_withdrawal,morning,0,mobile,37,1,63.59,0
862,60.38,transfer,afternoon,0,desktop,65,1,87.5,0
863,74.32,purchase,morning,0,desktop,51,1,8.27,0
864,58.12,cash_withdrawal,morning,0,desktop,1,0,91.51,0
865,51.21,purchase,night,0,unknown,91,2,29.33,0
866,82.02,cash_withdrawal,night,0,mobile,21,1,49.07,0
867,16.87,transfer,afternoon,0,mobile,53,0,43.86,0
868,20.08,purchase,afternoon,0,mobile,16,0,76.03,0
869,197.89,cash_withdrawal,night,0,mobile,108,1,42.03,0
870,292.09,purchase,night,0,unknown,61,1,94.36,0
871,46.73,purchase,morning,0,mobile,54,1,90.25,0
872,31.57,transfer,night,1,mobile,40,1,87.22,1
873,103.28,purchase,afternoon,0,mobile,26,2,7.13,0
874,52.55,cash_withdrawal,morning,0,mobile,80,0,85.43,0
875,2.57,cash_withdrawal,afternoon,0,desktop,92,1,78.16,0
876,16.98,cash_withdrawal,morning,0,mobile,65,2,10.35,0
877,125.87,cash_withdrawal,night,0,unknown,100,0,10.74,0
878,107.56,transfer,afternoon,0,mobile,74,0,10.12,0
879,2.75,purchase,morning,0,mobile,64,0,1.13,0
880,25.1,transfer,morning,1,desktop,43,1,54.86,0
881,26.28,purchase,night,0,mobile,17,0,97.34,0
882,111.44,purchase,night,0,unknown,59,0,43.87,0
883,1.99,purchase,night,0,unknown,23,0,54.08,0
884,10.99,transfer,afternoon,0,desktop,7,0,96.8,0
885,160.9,purchase,morning,0,desktop,44,1,25.52,0
886,19.67,transfer,night,0,mobile,53,1,85.85,0
887,105.77,cash_withdrawal,afternoon,0,unknown,71,0,54.64,0
888,27.2,cash_withdrawal,afternoon,0,mobile,108,1,56.95,0
889,10.47,purchase,afternoon,0,desktop,79,0,34.32,0
890,27.86,transfer,night,0,unknown,34,0,56.16,0
891,128.11,cash_withdrawal,night,0,unknown,46,0,7.31,0
892,193.58,transfer,morning,0,desktop,109,0,76.46,0
893,177.33,transfer,morning,1,mobile,68,0,28.47,0
894,50.61,purchase,night,0,unknown,78,0,88.76,0
895,110.29,cash_withdrawal,afternoon,0,desktop,78,0,36.79,0
896,22.94,purchase,afternoon,1,unknown,16,0,14.28,0
897,34.69,purchase,afternoon,0,desktop,71,0,69.59,0
